,brand_bsin,brand_img,brand_link,brand_nm,cal,cal_from_fat,calcium,chol_dv,chol_mg,country_iso_cd,diet_fiber_dv,diet_fiber_g,gcp_cd,gln_addr_02,gln_addr_04,gln_addr_city,gln_addr_postalcode,gln_cd,gln_country_iso_cd,gln_nm,gpc_s_cd,gtin_cd,gtin_img,gtin_nm,ingredients,iron,m_floz,m_g,m_ml,m_oz,owner_cd,owner_img,owner_link,owner_nm,owner_wiki_en,pkg_unit,pot_dv,pot_mg,prefix_nm,protein_g,return_code,sat_fat_dv,sat_fat_g,serv_ct,serv_size_g,serv_size_ml,sod_dv,sod_mg,sugars_g,tot_carb_dv,tot_carb_g,tot_fat_dv,tot_fat_g,trans_fat_g,vitamin_a,vitamin_c
20,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,130.0,20.0,6.0,0.0,0.0,US,12.0,3.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410022504,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410022504.jpg,Stone Ground 100% Whole Wheat,"STONEGROUND WHOLE WHEAT FLOUR,WATER,WHEAT GLUTEN,SUGAR,YEAST,SOYBEAN OIL,CRACKED WHEAT,SALT,MOLASSES,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,ETHOXYLATED MONO- AND DIGLYCERIDES,SOY LECITHIN,AZODICARBONAMIDE.",6.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,6.0,0,0.0,0.0,1.0,50.0,9.0,11.0,260.0,4.0,7.0,22.0,3.0,2.0,0.0,0,0.0
21,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,10.0,1.0,4.0,0.0,0.0,US,3.0,0.99,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410032091,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032091.jpg,Marble Rye,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,RYE FLOUR,SUGAR,RYE MEAL,SOYBEAN OIL,SALT,YEAST,GROUND CARAWAY,WHEAT GLUTEN,CARAMEL COLOR,PRESERVATIVES (CALCIUM PROPIONATE,SODIUM PROPIONATE),MONO- AND DIGLYCERIDES,GRAIN VINEGAR,DATEM,CORN FLOUR,FUMARIC ACID,LACTIC ACID,ETHOXYLATED MONO- AND DIGLYCERIDES,MALIC ACID,CALCIUM SULFATE,CALCIUM LACTATE,CITRIC ACID,POTASSIUM CITRATE,GLUCONO DELTA LACTONE,SODIUM DIACETATE,SOY FLOUR,ACETIC ACID,SOY LECITHIN,MONOCALCIUM PHOSPHATE,POLYSORBATE 60,CALCIUM CARBONATE,NATURAL & ARTIFICIAL FLAVORS,PHOSPHORIC ACID.",4.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,2.0,0,0.0,0.0,80.0,30.0,15.0,9.0,210.0,1.0,5.0,14.0,0.0,2.0,0.0,0,0.0
22,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110.0,15.0,6.0,0.0,0.0,US,3.0,0.99,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410116050,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410116050.jpg,Dinner Rolls,"ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,SALT,WHEAT GLUTEN,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),CORN FLOUR,MONOCALCIUM PHOSPHATE,CALCIUM SULFATE,DATEM,SPICE & COLORING,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVOR,SOY FLOUR.",6.0,,,,16.0,,,,,,1,0.0,0.0,GS1 US,3.0,0,0.0,0.0,12.0,38.0,0.0,8.0,200.0,3.0,7.0,21.0,2.0,1.5,0.0,0,0.0
23,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100.0,10.0,4.0,0.0,0.0,US,20.0,5.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410116173,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410116173.jpg,Sandwich Thins Rolls Made with Whole Grain White,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHITE WHEAT FLOUR,CELLULOSE FIBER,YEAST,POLYDEXTROSE,SUGAR,WHEAT GLUTEN,SALT,SOYBEAN AND/OR CANOLA OIL,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),GUAR GUM,MONOGLYCERIDES,CITRIC ACID,SOY LECITHIN.",6.0,,340.0,,12.0,,,,,,1,0.0,0.0,GS1 US,4.0,0,0.0,0.0,8.0,43.0,0.0,7.0,170.0,2.0,8.0,23.0,2.0,1.0,0.0,0,0.0
24,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100.0,15.0,6.0,0.0,0.0,US,20.0,5.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410134139,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410134139.jpg,Pocket Thins Flatbread 8 Grain,"WHOLE WHEAT FLOUR,WATER,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],CELLULOSE FIBER,WHEAT GLUTEN,YEAST,SUGAR,SOYBEAN AND/OR CANOLA OIL,POLYDEXTROSE,SALT,CRACKED WHEAT,RYE,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),CORN GRITS,OATS,MONOGLYCERIDES,CITRIC ACID,CELLULOSE GUM,BARLEY,BROWN RICE,FLAXSEED,MILLET,TRITICALE,XANTHAN GUM,REB A (NATURAL STEVIA LEAF SWEETENER),SOY LECITHIN,SOY FLOUR.",6.0,,333.0,,11.75,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,8.0,42.0,0.0,8.0,180.0,2.0,7.0,20.0,2.0,1.5,0.0,0,0.0
25,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100.0,15.0,4.0,0.0,0.0,US,20.0,5.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410134184,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410134184.jpg,Pocket Thins Flatbread 100% Whole Wheat,"WHOLE WHEAT FLOUR,WATER,WHEAT GLUTEN,CELLULOSE FIBER,YEAST,SUGAR,SOYBEAN AND/OR CANOLA OIL,POLYDEXTROSE,SALT,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),MONOGLYCERIDES,CITRIC ACID,CELLULOSE GUM,XANTHAN GUM,REB A (NATURAL STEVIA LEAF SWEETENER),CORNSTARCH,SOY LECITHIN,SOY FLOUR.",4.0,,333.0,,11.75,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,8.0,42.0,0.0,8.0,190.0,2.0,7.0,20.0,2.0,1.5,0.0,0,0.0
26,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100.0,15.0,10.0,0.0,0.0,US,3.0,0.99,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410138656,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410138656.jpg,Premium Potato,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,YEAST,POTATO FLOUR,SOYBEAN OIL,SALT,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),WHEAT GLUTEN,CORN FLOUR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),DATEM,MONOCALCIUM PHOSPHATE,GRAIN VINEGAR,SPICE & COLORING,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVOR.",6.0,,624.0,,22.0,,,,,,1,0.0,0.0,GS1 US,3.0,0,0.0,0.0,18.0,35.0,0.0,7.0,170.0,3.0,6.0,18.0,2.0,1.5,0.0,15,0.0
27,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,150.0,20.0,8.0,0.0,0.0,US,4.0,1.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410163009,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410163009.jpg,White Hamburger Rolls,"ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,NIACIN,REDUCED IRON,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,SALT,WHEAT GLUTEN,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,AZODICARBONAMIDE,SOY LECITHIN,SESAME SEEDS.",10.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,3.0,0.5,8.0,57.0,0.0,15.0,350.0,4.0,10.0,30.0,3.0,2.0,0.0,0,0.0
28,6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,60.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0087684,3 Lakes Dr,IL,Winnetka,60093,0087684000007,US,"Capri Sun, Inc.",50000000,0087684001028,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001028.jpg,Tropical Punch Juice,"WATER; HIGH FRUCTOSE CORN SYRUP; APPLE JUICE CONCENTRATE; CITRIC ACID; GRAPE,PINEAPPLE,AND CHERRY JUICE CONCENTRATES; NATURAL FLAVOR; VITAMIN E ACETATE.",0.0,,,177.0,,,,,,,10,0.0,0.0,GS1 US,0.0,0,0.0,0.0,10.0,0.0,177.0,1.0,15.0,16.0,6.0,17.0,0.0,0.0,0.0,0,0.0
29,6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,80.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0087684,3 Lakes Dr,IL,Winnetka,60093,0087684000007,US,"Capri Sun, Inc.",50000000,0087684001110,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001110.jpg,Grape Juice,"APPLE AND GRAPE JUICES FROM CONCENTRATE (WATER,APPLE AND GRAPE JUICE CONCENTRATES),CITRIC ACID (FOR TARTNESS),NATURAL FLAVOR.",0.0,,,177.0,,,,,,,10,0.0,0.0,GS1 US,0.0,0,0.0,0.0,10.0,0.0,177.0,1.0,25.0,21.0,7.0,22.0,0.0,0.0,0.0,0,0.0
30,6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,30.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0087684,3 Lakes Dr,IL,Winnetka,60093,0087684000007,US,"Capri Sun, Inc.",50000000,0087684001141,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001141.jpg,Srawberry Kiwi Juice,"WATER,HIGH FRUCTOSE CORN SYRUP,CITRIC ACID,SUCRALOSE (SPLENDA(R) BRAND SWEETENER),NATURAL FLAVOR.",0.0,,,177.0,,,,,,,10,0.0,0.0,GS1 US,0.0,0,0.0,0.0,10.0,0.0,177.0,1.0,15.0,8.0,3.0,8.0,0.0,0.0,0.0,0,0.0
31,6LW2P5,http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg,http://www.caprisun.com,CapriSun,30.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0087684,3 Lakes Dr,IL,Winnetka,60093,0087684000007,US,"Capri Sun, Inc.",50000000,0087684001165,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001165.jpg,Berry Juice,"WATER,HIGH FRUCTOSE CORN SYRUP,CITRIC ACID,SUCRALOSE (SPLENDA(R) BRAND SWEETENER),NATURAL FLAVOR.",0.0,,,177.0,,,,,,,10,0.0,0.0,GS1 US,0.0,0,0.0,0.0,10.0,0.0,177.0,1.0,15.0,8.0,3.0,8.0,0.0,0.0,0.0,0,0.0
32,BI5TXW,http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg,http://www.izze.com,Izze,90.0,0.0,0.0,0.0,0.0,US,0.0,0.0,083609301,700 Anderson Hill Rd,NY,Purchase,10577,0021224000003,US,"PepsiCo, Inc.",50000000,0836093012053,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093012053.jpg,Juice Clementine,"PURE JUICE MADE FROM APPLE,WHITE GRAPE,ORANGE,CLEMENTINE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,GUM ARABIC,NATURAL FLAVOR,BETA CAROTENE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6)",0.0,8.4,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,4,0.0,0.0,GS1 US,0.0,0,0.0,0.0,1.0,0.0,250.0,1.0,15.0,19.0,7.0,21.0,0.0,0.0,0.0,0,30.0
33,BI5TXW,http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg,http://www.izze.com,Izze,90.0,0.0,0.0,0.0,0.0,US,0.0,0.0,083609301,700 Anderson Hill Rd,NY,Purchase,10577,0021224000003,US,"PepsiCo, Inc.",50000000,0836093013074,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093013074.jpg,Juice Apple,"PURE JUICE MADE FROM APPLE,WHITE GRAPE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,NATURAL FLAVOR,CITRIC ACID,ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6)",0.0,8.4,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,24,0.0,0.0,GS1 US,0.0,0,0.0,0.0,1.0,0.0,250.0,1.0,15.0,21.0,8.0,23.0,0.0,0.0,0.0,0,30.0
34,BI5TXW,http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg,http://www.izze.com,Izze,90.0,0.0,0.0,0.0,0.0,US,0.0,0.0,083609301,700 Anderson Hill Rd,NY,Purchase,10577,0021224000003,US,"PepsiCo, Inc.",50000000,0836093014026,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093014026.jpg,Juice Blackberry,"PURE JUICE MADE FROM APPLE,WHITE GRAPE,BLACKBERRY,RASPBERRY AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,RED GRAPE JUICE CONCENTRATE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6).",0.0,8.4,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,24,0.0,0.0,GS1 US,0.0,0,0.0,0.0,1.0,0.0,250.0,1.0,20.0,20.0,7.0,22.0,0.0,0.0,0.0,0,30.0
35,BI5TXW,http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg,http://www.izze.com,Izze,50.0,0.0,0.0,0.0,0.0,US,0.0,0.0,083609340,700 Anderson Hill Rd,NY,Purchase,10577,0021224000003,US,"PepsiCo, Inc.",50000000,0836093401314,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093401314.jpg,Juice Black Raspberry,"SPARKLING WATER,JUICE MADE FROM WHITE GRAPE,APPLE,BLACKBERRY AND RED RASPBERRY CONCENTRATES,NATURAL FLAVOR,CITRIC ACID,BLUEBERRY AND CARROT JUICE CONCENTRATES (COLOR)",0.0,12.0,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,1,0.0,0.0,GS1 US,0.0,0,0.0,0.0,1.0,0.0,360.0,1.0,10.0,11.0,4.0,12.0,0.0,0.0,0.0,0,0.0
36,MEJZBY,http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg,http://www.saffronroadfood.com,Saffron Road,210.0,90.0,25.0,10.0,30.0,US,7.0,2.0,0857063002,1177 Summer St,CT,Stamford,06905,0857063002003,US,American Halal,50000000,0857063002119,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002119.jpg,Three Cheese Lasagna,"Diced Tomatoes (Diced Tomatoes,Tomato Juice,Salt,Calcium Chloride,Citric Acid),Lasagna Noodles (Durum Winter Wheat Semolina,Niacin,Ferrous Sulfate,Thiamine Mononitrate,Riboflavin,Folic Acid,Water,Olive Oil),Tomato Puree (Tomato Concentrate,Water,Tomato Paste,Citric Acid),Ricotta Cheese (Pasteurized Milk,Vinegar,Salt)*,Zucchini,Onions,Eggplant,Mozzarella Cheese (Pasteurized Milk,Vinegar,Salt,Enzymes)*,Red Bell Pepper,Olive Oil,Parmesan Cheese (Cultured Milk,Enzymes,Salt)*,Fresh Basil,Garlic,Cane Sugar,Sea Salt,Oregano,Black Pepper,Thyme.*CHEESES CONTAIN NO ANIMAL RENNET AND ARE MADE FROM rBST-FREE MILK.CONTAINS: MILK,WHEAT.",6.0,,,,11.0,,,,,,1,3.0,105.0,GS1 US,12.0,0,26.0,5.0,2.0,163.0,0.0,18.0,440.0,4.0,6.0,19.0,15.0,10.0,0.0,10,10.0
37,MEJZBY,http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg,http://www.saffronroadfood.com,Saffron Road,140.0,40.0,2.0,17.0,50.0,US,0.0,0.0,0857063002,1177 Summer St,CT,Stamford,06905,0857063002003,US,American Halal,50000000,0857063002218,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002218.jpg,Tandoori Chicken Nuggets,"Chicken Breast Chunks,Water. Contains 2% Or Less Of: Rice Starch,Rice Flour,Corn Starch,Lemon Juice Concentrate,Vinegar,Corn Flour,Seasoning (Paprika,Salt,Spices,Onion Powder,Garlic Powder,Turmeric,Lemon Juice Solids,Citric Acid,Oleoresin Paprika,Natural Extractives of Annatto),Sea Salt,Spices,Garlic Powder,Onion Powder,Tocopherols (Vitamin E). GLAZED WITH: Water,Seasoning (Paprika,Salt,Spices,Onion Powder,Garlic Powder,Turmeric,Lemon Juice Solids,Citric Acid,Oleoresin Paprika,Natural Extractives of Annatto),Expeller Pressed Canola Oil,Corn Starch.",6.0,,,,8.0,,,,,,1,0.0,0.0,GS1 US,18.0,0,5.0,1.0,2.5,85.0,0.0,16.0,390.0,0.0,2.0,5.0,7.0,4.5,0.0,10,0.0
38,MEJZBY,http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg,http://www.saffronroadfood.com,Saffron Road,250.0,90.0,2.0,0.0,0.0,US,12.0,3.0,0857063002,1177 Summer St,CT,Stamford,06905,0857063002003,US,American Halal,50000000,0857063002355,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002355.jpg,"Dates, Tamarind & Walnuts","Phyllo Dough (Enriched Unbleached Unbromated Wheat Flour [Wheat Flour Enriched (Niacin,Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Malted Barley Flour],Filtered Water,Organic Wheat Starch,Organic Tapioca Starch,Malted Barley Flour,Natural Flavor,Organic Expeller Pressed Soy Oil,Salt,Non-GMO Soy Lecithin),Chopped Date (Dates,Rice Flour),Tamarind Puree (Tamarind,Cane Sugar),Walnuts,Organic Expeller Pressed Soy Oil,Cinnamon,Sea Salt,Red Chili Pepper,Clove. CONTAINS: WALNUTS,SOY AND WHEAT INGREDIENTS.",8.0,,,,8.25,,,,,,1,0.0,0.0,GS1 US,4.0,0,4.0,1.0,3.0,78.0,0.0,7.0,160.0,4.0,12.0,37.0,16.0,10.0,0.0,0,2.0
39,MEJZBY,http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg,http://www.saffronroadfood.com,Saffron Road,70.0,45.0,0.0,0.0,0.0,US,4.0,0.0,0857063002,1177 Summer St,CT,Stamford,06905,0857063002003,US,American Halal,50000000,0857063002638,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002638.jpg,Lemongrass Basil,"Water,Desiccated Coconut,Green Chile Puree (Green Chilies,Citric Acid),Sugar,Garlic Puree (Garlic,Vinegar),Canola Oil,Modified Corn Starch,Salt,Lemon Juice Concentrate,Lime Juice Concentrate,Natural Flavors,Soy Lecithin,Spices,Garlic Powder,Maltodextrin,Xanthan Gum,Dextrose,Turmeric,Sunflower Oil,Natural Smoke Flavor. CONTAINS: SOY,COCONUT.",2.0,,,,7.0,,,,,,1,0.0,0.0,GS1 US,0.0,0,17.0,3.5,7.0,30.0,0.0,5.0,125.0,2.0,1.0,4.0,8.0,5.0,0.0,0,2.0
40,MEJZBY,http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg,http://www.saffronroadfood.com,Saffron Road,30.0,10.0,0.0,0.0,0.0,US,1.0,0.0,0857063002,1177 Summer St,CT,Stamford,06905,0857063002003,US,American Halal,50000000,0857063002669,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002669.jpg,Korma,"Water,Organic Yogurt (Organic Cultured Grade A Skim Milk,Organic Cream),Coconut Milk (Coconut Milk,Water,Xanthan Gum),Apple Juice Concentrate,Non-Gmo Native Corn Starch,Ginger Puree,Onion,Non-Gmo Cane Sugar,Garlic,Spices,Sea Salt,Citric Acid,Xanthan Gum,Beta Carotene (Color). CONTAINS: MILK,COCONUT.",9.0,,,,7.0,,,,,,1,0.0,0.0,GS1 US,0.0,0,4.0,1.0,7.0,30.0,0.0,5.0,110.0,3.0,2.0,5.0,2.0,1.0,0.0,0,2.0
41,MEJZBY,http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg,http://www.saffronroadfood.com,Saffron Road,20.0,10.0,0.0,0.0,0.0,US,3.0,0.0,0857063002,1177 Summer St,CT,Stamford,06905,0857063002003,US,American Halal,50000000,0857063002676,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002676.jpg,Thai Red Curry,"Water,Coconut Milk (Coconut Milk,Water,Xanthan Gum),Lemongrass Puree (Lemongrass,Water,Xanthan Gum,Citric Acid),Apple Juice Concentrate,Ginger Puree,Non-Gmo Native Corn Starch,Paprika,Spices,Sea Salt,Lime Juice Concentrate,Garlic,Thai. Contains Coconut.",2.0,,,,7.0,,,,,,1,0.0,0.0,GS1 US,0.0,0,4.0,1.0,7.0,30.0,0.0,7.0,160.0,0.0,1.0,3.0,2.0,1.0,0.0,2,1.0
42,48MHLZ,http://product.okfn.org.s3.amazonaws.com/images/brand/48MHLZ.jpg,http://www.aquafina.com,Aquafina,0.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0012000,700 Anderson Hill Road,NY,Purchase,10577,0012000000003,US,Pepsi-Cola North America Inc.,50000000,0012000013119,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-001/0012000013119.jpg,Water,PURIFIED WATER,0.0,,,,16.9,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,32,0.0,0.0,GS1 US,0.0,0,0.0,0.0,2.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
43,48MHLZ,http://product.okfn.org.s3.amazonaws.com/images/brand/48MHLZ.jpg,http://www.aquafina.com,Aquafina,0.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0012000,700 Anderson Hill Road,NY,Purchase,10577,0012000000003,US,Pepsi-Cola North America Inc.,50000000,0012000017438,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-001/0012000017438.jpg,Flavored Water - Grape,"FILTERED WATER,NATURAL FLAVOR,PHOSPHORIC ACID,CITRIC ACID,SODIUM HEXAMETAPHOSPHATE (TO PROTECT FLAVOR),SODIUM CITRATE,SODIUM BENZOATE (PRESERVES FRESHNESS),SUCRALOSE,CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR)",0.0,16.9,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,6,0.0,0.0,GS1 US,0.0,0,0.0,0.0,2.0,0.0,240.0,7.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
44,48MHLZ,http://product.okfn.org.s3.amazonaws.com/images/brand/48MHLZ.jpg,http://www.aquafina.com,Aquafina,0.0,0.0,0.0,0.0,0.0,US,0.0,0.0,0012000,700 Anderson Hill Road,NY,Purchase,10577,0012000000003,US,Pepsi-Cola North America Inc.,50000000,0012000031120,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-001/0012000031120.jpg,Flavored Water - Lemon,"FILTERED WATER,CITRIC ACID,SODIUM HEXAMETAPHOSPHATE (TO PROTECT FLAVOR),POTASSIUM CITRATE,NATURAL FLAVOR,POTASSIUM SORBATE (PRESERVES FRESHNESS),PHOSPHORIC ACID,SUCRALOSE,ACESULFAME POTASSIUM,CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR)",0.0,,,,16.9,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,6,0.0,0.0,GS1 US,0.0,0,0.0,0.0,2.0,0.0,240.0,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
