,brand_bsin,brand_img,brand_link,brand_nm,cal,cal_from_fat,calcium,chol_dv,chol_mg,country_iso_cd,diet_fiber_dv,diet_fiber_g,gcp_cd,gln_addr_02,gln_addr_04,gln_addr_city,gln_addr_postalcode,gln_cd,gln_country_iso_cd,gln_nm,gpc_s_cd,gtin_cd,gtin_img,gtin_nm,ingredients,iron,m_floz,m_g,m_ml,m_oz,owner_cd,owner_img,owner_link,owner_nm,owner_wiki_en,pkg_unit,pot_dv,pot_mg,prefix_nm,protein_g,return_code,sat_fat_dv,sat_fat_g,serv_ct,serv_size_g,serv_size_ml,sod_dv,sod_mg,sugars_g,tot_carb_dv,tot_carb_g,tot_fat_dv,tot_fat_g,trans_fat_g,vitamin_a,vitamin_c
45,8RB56Z,http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg,http://www.washfruit.com,Washington Fruit & Produce Co.,130.0,0.0,2.0,0.0,0.0,US,20.0,5.0,0033383,P.O. Box 6036,DE,Newark,19714-6036,0033383000008,US,Produce Marketing Association Inc.,50000000,0033383000848,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383000848.jpg,"Golden Delicious WAXF 2 1/4\ 3lb""",Apple,4.0,,1360.0,,233.0,,,,,,1,7.0,260.0,GS1 US,1.0,0,0.0,0.0,1.0,242.0,0.0,0.0,0.0,25.0,11.0,34.0,0.0,0.0,0.0,2,8.0
46,8RB56Z,http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg,http://www.washfruit.com,Washington Fruit & Produce Co.,130.0,0.0,2.0,0.0,0.0,US,20.0,5.0,0033383,P.O. Box 6036,DE,Newark,19714-6036,0033383000008,US,Produce Marketing Association Inc.,50000000,0033383004693,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383004693.jpg,"Braeburn WAXF 2 1/2\ 3lb""",Apple,4.0,,1360.0,,233.0,,,,,,1,7.0,260.0,GS1 US,1.0,0,0.0,0.0,1.0,242.0,0.0,0.0,0.0,25.0,11.0,34.0,0.0,0.0,0.0,2,8.0
47,8RB56Z,http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg,http://www.washfruit.com,Washington Fruit & Produce Co.,130.0,0.0,2.0,0.0,0.0,US,20.0,5.0,0033383,P.O. Box 6036,DE,Newark,19714-6036,0033383000008,US,Produce Marketing Association Inc.,50000000,0033383004716,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383004716.jpg,"Braeburn WAXF 2 1/2\ 5lb""",Apple,4.0,,2268.0,,389.0,,,,,,1,7.0,260.0,GS1 US,1.0,0,0.0,0.0,1.0,242.0,0.0,0.0,0.0,25.0,11.0,34.0,0.0,0.0,0.0,2,8.0
48,8RB56Z,http://product.okfn.org.s3.amazonaws.com/images/brand/8RB56Z.jpg,http://www.washfruit.com,Washington Fruit & Produce Co.,130.0,0.0,2.0,0.0,0.0,US,20.0,5.0,0033383,P.O. Box 6036,DE,Newark,19714-6036,0033383000008,US,Produce Marketing Association Inc.,50000000,0033383005492,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0033383005492.jpg,"Jonagold WAXF 2 1/2\ 3lb""",Apple,4.0,,1360.0,,233.0,,,,,,1,7.0,260.0,GS1 US,1.0,0,0.0,0.0,1.0,242.0,0.0,0.0,0.0,25.0,11.0,34.0,0.0,0.0,0.0,2,8.0
49,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,140.0,10.0,4.0,0.0,0.0,US,20.0,5.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400016014,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016014.jpg,Onion Baked Beans,,10.0,,,,16.0,,,,,,1,0.0,0.0,GS1 US,6.0,0,0.0,0.0,1.0,130.0,0.0,23.0,550.0,12.0,10.0,29.0,2.0,1.0,0.0,0,0.0
50,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,90.0,0.0,6.0,0.0,0.0,US,24.0,6.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400016786,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400016786.jpg,Butter Beans Speckled,,10.0,,454.0,,16.0,,,,,,1,10.0,350.0,GS1 US,6.0,0,0.0,0.0,1.0,130.0,0.0,19.0,460.0,0.0,7.0,21.0,0.0,0.0,0.0,0,0.0
51,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,110.0,5.0,6.0,0.0,0.0,US,28.0,7.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400018841,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018841.jpg,Black Beans Seasoned Recipe,,15.0,,,,15.0,,,,,,1,14.0,490.0,GS1 US,8.0,0,0.0,0.0,1.0,130.0,0.0,20.0,450.0,1.0,8.0,23.0,1.0,0.5,0.0,0,0.0
52,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,130.0,0.0,6.0,0.0,0.0,US,28.0,7.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400018926,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400018926.jpg,Refried Beans Fat Free,,15.0,,454.0,,16.0,,,,,,1,14.0,500.0,GS1 US,9.0,0,0.0,0.0,1.0,125.0,0.0,20.0,480.0,0.0,8.0,24.0,0.0,0.0,0.0,0,0.0
53,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,160.0,10.0,6.0,0.0,0.0,US,20.0,5.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400019121,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019121.jpg,Smokehouse Tradition,,6.0,,624.0,,22.0,,,,,,1,0.0,0.0,GS1 US,7.0,0,0.0,0.0,1.0,130.0,0.0,24.0,570.0,15.0,11.0,34.0,2.0,1.0,0.0,0,0.0
54,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,110.0,10.0,6.0,0.0,0.0,US,20.0,5.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400019206,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019206.jpg,Black Bean Fiesta,,8.0,,624.0,,22.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,1.0,130.0,0.0,24.0,570.0,2.0,7.0,21.0,2.0,1.0,0.0,0,0.0
55,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,140.0,10.0,6.0,0.0,0.0,US,20.0,5.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400019695,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019695.jpg,Maple Cured Bacon Baked Beans,,10.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,6.0,0,0.0,0.0,1.0,130.0,0.0,26.0,620.0,11.0,9.0,28.0,2.0,1.0,0.0,0,2.0
56,D13UVY,http://product.okfn.org.s3.amazonaws.com/images/brand/D13UVY.jpg,http://www.bushbeans.com,Bush's best,160.0,10.0,4.0,0.0,0.0,US,20.0,5.0,0039400,P.O. Box 52330,TN,Knoxville,37950,0039400000006,US,Bush Brothers and Company,50000000,0039400019725,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-003/0039400019725.jpg,Country Style Baked Beans,,10.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,6.0,0,0.0,0.0,1.0,130.0,0.0,28.0,680.0,16.0,11.0,33.0,2.0,1.0,0.0,0,0.0
57,FCKJ3R,http://product.okfn.org.s3.amazonaws.com/images/brand/FCKJ3R.jpg,http://www.looza.be,Looza,150.0,0.0,0.0,0.0,0.0,US,8.0,2.0,0045587,Spitalgasse 2,,Ch 3011 Bern,,0045587000005,CH,Frito-Lay Trading Company GmbH,50000000,0045587520107,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-004/0045587520107.jpg,Apricot Nectar,"WATER,APRICOT PUREE CONCENTRATE,SUGAR,ASCORBIC ACD (TO PROTECT FLAVOR)",0.0,33.8,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,1,0.0,0.0,GS1 US,0.0,0,0.0,0.0,4.0,240.0,0.0,0.0,10.0,35.0,12.0,35.0,0.0,0.0,0.0,0,0.0
58,FCKJ3R,http://product.okfn.org.s3.amazonaws.com/images/brand/FCKJ3R.jpg,http://www.looza.be,Looza,160.0,0.0,0.0,0.0,0.0,US,7.0,2.0,0045587,Spitalgasse 2,,Ch 3011 Bern,,0045587000005,CH,Frito-Lay Trading Company GmbH,50000000,0045587533107,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-004/0045587533107.jpg,Peach Nectar,"WATER,PEACH PUREE CONCENTRATE,SUGAR,ASCORBIC ACID (TO PROTECT FLAVOR)",0.0,33.8,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,1,0.0,0.0,GS1 US,0.0,0,0.0,0.0,4.0,0.0,240.0,0.0,10.0,38.0,13.0,38.0,0.0,0.0,0.0,0,0.0
59,FCKJ3R,http://product.okfn.org.s3.amazonaws.com/images/brand/FCKJ3R.jpg,http://www.looza.be,Looza,130.0,0.0,0.0,0.0,0.0,US,4.0,1.0,0045587,Spitalgasse 2,,Ch 3011 Bern,,0045587000005,CH,Frito-Lay Trading Company GmbH,50000000,0045587547104,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-004/0045587547104.jpg,Mango Nectar,"WATER,MANGO PUREE CONCENTRATE,SUGAR",0.0,33.8,,,,000012,http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg,http://www.pepsico.com,Pepsico,http://en.wikipedia.org/wiki/Pepsico,1,0.0,0.0,GS1 US,0.0,0,0.0,0.0,4.0,0.0,240.0,0.0,10.0,30.0,10.0,30.0,0.0,0.0,0.0,0,0.0
60,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110.0,15.0,8.0,0.0,0.0,US,4.0,1.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410013540,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013540.jpg,Oat Bran,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,OAT BRAN,OATS,WHEAT GLUTEN,SOYBEAN OIL,YEAST,SALT,MOLASSES,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM CARBONATE,NATURAL FLAVOR,CALCIUM SULFATE,DATEM,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,NUTS [WALNUTS AND/OR HAZELNUTS (FILBERTS) AND/OR ALMONDS],WHEY,SOY FLOUR,NONFAT MILK",8.0,,680.0,,24.0,,,,,,1,0.0,0.0,GS1 US,4.0,0,0.0,0.0,16.0,43.0,0.0,6.0,150.0,3.0,7.0,20.0,2.0,1.5,0.0,0,0.0
61,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,120.0,25.0,4.0,0.0,0.0,US,8.0,2.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410013557,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013557.jpg,Oatnut,"WHOLE WHITE WHEAT FLOUR,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,OATS,YEAST,WHEAT GLUTEN,HAZELNUTS (FILBERTS),SOYBEAN OIL,SALT,SUNFLOWER SEEDS,CALCIUM PROPIONATE (PRESERVATIVE),MONOGLYCERIDES,DATEM,CALCIUM SULFATE,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,CALCIUM CARBONATE,NUTS [WALNUTS AND/OR ALMONDS],WHEY,SOY FLOUR,NONFAT MILK",8.0,,680.0,,24.0,,,,,,1,0.0,0.0,GS1 US,4.0,0,0.0,0.0,16.0,43.0,0.0,6.0,150.0,4.0,7.0,22.0,4.0,2.5,0.0,0,0.0
62,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,120.0,20.0,4.0,0.0,0.0,US,8.0,2.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410013656,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013656.jpg,Health Nut,"WHOLE WHEAT FLOUR,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,RYE,WHEAT GLUTEN,YEAST,SUNFLOWER SEEDS,GROUND CORN,NUTS (ALMONDS AND/OR WALNUTS),MOLASSES,SOYBEAN OIL,SALT,WHOLE WHITE WHEAT,BROWN RICE,OATS,TRITICALE,MONOGLYCERIDES,BARLEY,FLAXSEED,MILLET,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,HAZELNUTS (FILBERTS),WHEY,SOY FLOUR,NONFAT MILK",8.0,,680.0,,24.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,16.0,43.0,0.0,6.0,150.0,3.0,7.0,21.0,3.0,2.0,0.0,0,0.0
63,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,110.0,10.0,4.0,0.0,0.0,US,12.0,3.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410013755,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013755.jpg,100% Whole Wheat,"WHOLE WHEAT FLOUR,WATER,SUGAR,WHEAT GLUTEN,YEAST,RAISIN JUICE CONCENTRATE,WHEAT BRAN,MOLASSES,SOYBEAN OIL,SALT,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,WHEY,NONFAT MILK",5.0,,680.0,,24.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,16.0,43.0,0.0,6.0,150.0,4.0,7.0,20.0,2.0,1.0,0.0,0,0.0
64,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100.0,15.0,4.0,0.0,0.0,US,16.0,4.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410013854,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013854.jpg,Healthy Multi-Grain,"WHOLE WHEAT FLOUR,WATER,SUGAR,WHEAT GLUTEN,BROWN RICE,CORNMEAL,OATS,WHEAT BRAN,YEAST,CELLULOSE FIBER,SOYBEAN OIL,BLACK & WHITE SESAME SEEDS,SALT,MOLASSES,DATEM,CALCIUM PROPIONATE (PRESERVATIVE),MONOGLYCERIDES,CALCIUM SULFATE,POPPY SEEDS,GRAIN VINEGAR,SOY LECITHIN,CITRIC ACID,CALCIUM CARBONATE,NUTS [WALNUTS AND/OR HAZELNUTS (FILBERTS) AND/OR ALMONDS],WHEY,NONFAT MILK",6.0,,680.0,,24.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,16.0,43.0,0.0,6.0,150.0,4.0,7.0,20.0,2.0,1.5,0.0,0,0.0
65,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,140.0,20.0,10.0,0.0,0.0,US,8.0,2.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410025505,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410025505.jpg,Whole Grain White,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHITE WHEAT FLOUR,SUGAR,YEAST,WHEAT GLUTEN,SOYBEAN OIL,SALT,CULTURED WHEAT STARCH,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,DATEM,CITRIC ACID,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,SOY LECITHIN.",8.0,,624.0,,22.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,11.0,52.0,0.0,11.0,260.0,4.0,8.0,25.0,3.0,2.0,0.0,10,0.0
66,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,140.0,20.0,10.0,0.0,0.0,US,8.0,2.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410025529,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410025529.jpg,Honey Wheat,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHEAT FLOUR,YEAST,HONEY,SUGAR,WHEAT GLUTEN,SOYBEAN OIL,SALT,CULTURED WHEAT STARCH,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,DATEM,CITRIC ACID,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,SOY LECITHIN.",8.0,,624.0,,22.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,11.0,52.0,0.0,10.0,240.0,4.0,8.0,25.0,3.0,2.0,0.0,10,0.0
67,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,130.0,25.0,10.0,0.0,0.0,US,12.0,3.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410025543,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410025543.jpg,Soft Family Bread,"WHOLE WHEAT FLOUR,WATER,SUGAR,YEAST,WHEAT GLUTEN,SOYBEAN OIL,SALT,CULTURED WHEAT STARCH,RAISIN JUICE CONCENTRATE,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,DATEM,GRAIN VINEGAR,CITRIC ACID,MONOCALCIUM PHOSPHATE,SOY LECITHIN.",6.0,,624.0,,22.0,,,,,,1,0.0,0.0,GS1 US,6.0,0,0.0,0.0,11.0,52.0,0.0,10.0,240.0,4.0,8.0,23.0,4.0,2.5,0.0,10,0.0
68,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,90.0,20.0,6.0,0.0,0.0,US,3.0,0.99,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410032022,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032022.jpg,Everything,"UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,RYE FLOUR,GROUND CARAWAY,CARAWAY SEEDS,WHEAT GLUTEN,SOYBEAN OIL,SUGAR,SUNFLOWER SEEDS,YEAST,ONIONS,SALT,SESAME SEEDS,GRAIN VINEGAR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),POPPY SEEDS,DATEM,ETHOXYLATED MONO- AND DIGLYCERIDES,GARLIC,CALCIUM SULFATE,FUMARIC ACID,LACTIC ACID,CALCIUM LACTATE,CITRIC ACID,GLUCONO DELTA LACTONE,POTASSIUM CITRATE,SODIUM DIACETATE,SOY LECITHIN,CALCIUM CARBONATE.",6.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,3.0,0,0.0,0.0,14.0,32.0,0.0,9.0,210.0,1.0,5.0,16.0,3.0,2.0,0.0,0,0.0
69,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,140.0,20.0,4.0,0.0,0.0,US,4.0,1.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410113516,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410113516.jpg,Hot Dog Rolls Potato,"ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,POTATO FLOUR,SALT,WHEAT GLUTEN,CORN FLOUR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),GRAIN VINEGAR,DATEM,MONOCALCIUM PHOSPHATE,CALCIUM SULFATE,SPICE & COLORING,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVOR,AZODICARBONAMIDE.",8.0,,,,13.0,,,,,,1,0.0,0.0,GS1 US,4.0,0,0.0,0.0,8.0,50.0,0.0,10.0,240.0,4.0,9.0,28.0,3.0,2.0,0.0,0,0.0
70,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,100.0,10.0,4.0,0.0,0.0,US,20.0,5.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410135341,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135341.jpg,Sandwich Thins Rolls Flax & Fiber,"WHOLE WHEAT FLOUR,WATER,SUGAR,YEAST,CELLULOSE FIBER,WHEAT GLUTEN,FLAXSEED,POLYDEXTROSE,SALT,AMARANTH SEEDS,MALT,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),SOYBEAN AND/OR CANOLA OIL,GUAR GUM,NATURAL FLAVOR,WHEAT BRAN,MONOGLYCERIDES,DATEM,CITRIC ACID,STEVIA EXTRACT (A NATURAL SWEETENER),SOY LECITHIN.",6.0,,340.0,,12.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,8.0,43.0,0.0,7.0,170.0,2.0,7.0,21.0,2.0,1.0,0.0,0,0.0
71,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,160.0,20.0,6.0,0.0,0.0,US,4.0,1.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410135426,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135426.jpg,Potato Sandwich Rolls,"ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,POTATO FLOUR,SALT,WHEAT GLUTEN,CORN FLOUR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),GRAIN VINEGAR,DATEM,MONOCALCIUM PHOSPHATE,CALCIUM SULFATE,SPICE & COLORING,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVOR,AZODICARBONAMIDE,SESAME SEEDS.",10.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,5.0,0,0.0,0.0,8.0,57.0,0.0,12.0,280.0,4.0,10.0,31.0,3.0,2.0,0.0,0,0.0
72,R1TS5M,http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg,http://www.arnoldbread.com,Arnold,150.0,25.0,6.0,0.0,0.0,US,8.0,2.0,0073410,255 Business Center Dr,PA,Horsham,19044,0071330000008,US,"Orograin Bakeries Manufacturing, Inc.",50000000,0073410135549,http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135549.jpg,Wheat Sandwich Rolls,"WHOLE WHEAT FLOUR,ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,NIACIN,REDUCED IRON,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,WHEAT GLUTEN,SOYBEAN OIL,MOLASSES,SALT,MONOGLYCERIDES,WHEAT FLOUR,CALCIUM PROPIONATE (PRESERVATIVE),ETHOXYLATED MONO- AND DIGLYCERIDES,CALCIUM SULFATE,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,DATEM,AZODICARBONAMIDE,SOY LECITHIN.",10.0,,454.0,,16.0,,,,,,1,0.0,0.0,GS1 US,6.0,0,3.0,0.5,8.0,57.0,0.0,13.0,310.0,5.0,10.0,29.0,4.0,2.5,0.0,0,0.0
